,Gene Ontology,Metadata,Sex,Cell Type,Time Point,Tissue,deg_method,Term,-log10.p-value
25,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,membrane raft organization,1.79891147575407
26,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,actin filament depolymerization,1.79891147575407
27,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,positive regulation by host of viral process,1.75785467976228
28,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,integral component of endoplasmic reticulum membrane,1.74999435679262
29,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,focal adhesion,1.72264267550808
30,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,"racemase and epimerase activity, acting on carbohydrates and derivatives",1.72040194893023
31,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,translation elongation factor activity,1.68597561068885
32,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,titin binding,1.65412663103232
33,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,regulation of gene expression,1.63254132886589
34,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,regulation of mRNA metabolic process,1.62449904521496
35,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,acyl-CoA dehydrogenase activity,1.62449904521496
36,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,embryo development ending in birth or egg hatching,1.5708124541634
37,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,fatty-acyl-CoA metabolic process,1.52317856737526
38,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,NADP metabolic process,1.52317856737526
39,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,FAD binding,1.52317856737526
40,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,euchromatin,1.48038338207825
41,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,calcium channel complex,1.42339665596189
42,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,phagosome acidification,1.37324869569776
43,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,E18,WB,LimmaVoomCC,WW domain binding,1.34288380085853
0,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,sodium channel inhibitor activity,4.43119497313245
1,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,negative regulation of sodium ion transmembrane transport,3.95580676949317
2,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,regulation of membrane depolarization,3.53243953446667
3,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,negative regulation of ion transmembrane transporter activity,3.29156943279975
4,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,protein polyubiquitination,2.98596507886107
5,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,regulation of dendrite morphogenesis,2.64786178212619
6,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,nuclear body,2.55354230490251
7,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,proton transmembrane transporter activity,2.52127178973232
8,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,response to light stimulus,2.41153638538742
9,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,ubiquitin-protein transferase activity,2.37462497961045
10,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,actin cytoskeleton reorganization,2.36865498998225
11,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,positive regulation of endocytosis,2.3279120541909
12,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,protein catabolic process,2.12919793543042
13,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,single-stranded DNA binding,2.06934329044904
14,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,phosphorylation of RNA polymerase II C-terminal domain,2.0194161873375
15,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,negative regulation of glucocorticoid receptor signaling pathway,2.0194161873375
16,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,regulation of cardiac muscle cell apoptotic process,2.0194161873375
17,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,regulation of relaxation of cardiac muscle,2.0194161873375
18,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,palmitoyl-CoA hydrolase activity,2.0194161873375
19,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,cellular metal ion homeostasis,1.98724559863656
20,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,pentose metabolic process,1.95280546268339
21,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,genetic imprinting,1.89514955095049
22,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,cyclin/CDK positive transcription elongation factor complex,1.89514955095049
23,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,regulation of cell communication by electrical coupling involved in cardiac conduction,1.84433302215967
24,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,negative regulation of circadian rhythm,1.84433302215967
25,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,membrane raft organization,1.79891147575407
26,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,actin filament depolymerization,1.79891147575407
27,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,positive regulation by host of viral process,1.75785467976228
28,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,integral component of endoplasmic reticulum membrane,1.74999435679262
29,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,focal adhesion,1.72264267550808
30,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,"racemase and epimerase activity, acting on carbohydrates and derivatives",1.72040194893023
31,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,translation elongation factor activity,1.68597561068885
32,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,titin binding,1.65412663103232
33,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,regulation of gene expression,1.63254132886589
34,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,regulation of mRNA metabolic process,1.62449904521496
35,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,acyl-CoA dehydrogenase activity,1.62449904521496
36,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,embryo development ending in birth or egg hatching,1.5708124541634
37,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,fatty-acyl-CoA metabolic process,1.52317856737526
38,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,NADP metabolic process,1.52317856737526
39,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,FAD binding,1.52317856737526
40,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,euchromatin,1.48038338207825
41,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,calcium channel complex,1.42339665596189
42,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,phagosome acidification,1.37324869569776
43,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,P30,WB,LimmaVoomCC,WW domain binding,1.34288380085853
0,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,sodium channel inhibitor activity,4.43119497313245
1,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,negative regulation of sodium ion transmembrane transport,3.95580676949317
2,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,regulation of membrane depolarization,3.53243953446667
3,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,negative regulation of ion transmembrane transporter activity,3.29156943279975
4,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,protein polyubiquitination,2.98596507886107
5,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,regulation of dendrite morphogenesis,2.64786178212619
6,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,nuclear body,2.55354230490251
7,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,proton transmembrane transporter activity,2.52127178973232
8,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,response to light stimulus,2.41153638538742
9,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,ubiquitin-protein transferase activity,2.37462497961045
10,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,actin cytoskeleton reorganization,2.36865498998225
11,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,positive regulation of endocytosis,2.3279120541909
12,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,protein catabolic process,2.12919793543042
13,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,single-stranded DNA binding,2.06934329044904
14,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,phosphorylation of RNA polymerase II C-terminal domain,2.0194161873375
15,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,negative regulation of glucocorticoid receptor signaling pathway,2.0194161873375
16,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,regulation of cardiac muscle cell apoptotic process,2.0194161873375
17,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,regulation of relaxation of cardiac muscle,2.0194161873375
18,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,palmitoyl-CoA hydrolase activity,2.0194161873375
19,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,cellular metal ion homeostasis,1.98724559863656
20,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,pentose metabolic process,1.95280546268339
21,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,genetic imprinting,1.89514955095049
22,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,cyclin/CDK positive transcription elongation factor complex,1.89514955095049
23,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,regulation of cell communication by electrical coupling involved in cardiac conduction,1.84433302215967
24,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,negative regulation of circadian rhythm,1.84433302215967
25,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,membrane raft organization,1.79891147575407
26,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,actin filament depolymerization,1.79891147575407
27,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,positive regulation by host of viral process,1.75785467976228
28,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,integral component of endoplasmic reticulum membrane,1.74999435679262
29,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,focal adhesion,1.72264267550808
30,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,"racemase and epimerase activity, acting on carbohydrates and derivatives",1.72040194893023
31,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,translation elongation factor activity,1.68597561068885
32,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,titin binding,1.65412663103232
33,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,regulation of gene expression,1.63254132886589
34,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,regulation of mRNA metabolic process,1.62449904521496
35,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,acyl-CoA dehydrogenase activity,1.62449904521496
36,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,embryo development ending in birth or egg hatching,1.5708124541634
37,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,fatty-acyl-CoA metabolic process,1.52317856737526
38,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,NADP metabolic process,1.52317856737526
39,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,FAD binding,1.52317856737526
40,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,euchromatin,1.48038338207825
41,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,calcium channel complex,1.42339665596189
42,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,phagosome acidification,1.37324869569776
43,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,P60,WB,LimmaVoomCC,WW domain binding,1.34288380085853
0,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,sodium channel inhibitor activity,4.43119497313245
1,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,negative regulation of sodium ion transmembrane transport,3.95580676949317
2,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,regulation of membrane depolarization,3.53243953446667
3,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,negative regulation of ion transmembrane transporter activity,3.29156943279975
4,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,protein polyubiquitination,2.98596507886107
5,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,regulation of dendrite morphogenesis,2.64786178212619
6,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,nuclear body,2.55354230490251
7,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,proton transmembrane transporter activity,2.52127178973232
8,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,response to light stimulus,2.41153638538742
9,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,ubiquitin-protein transferase activity,2.37462497961045
10,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,actin cytoskeleton reorganization,2.36865498998225
11,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,positive regulation of endocytosis,2.3279120541909
12,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,protein catabolic process,2.12919793543042
13,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,single-stranded DNA binding,2.06934329044904
14,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,phosphorylation of RNA polymerase II C-terminal domain,2.0194161873375
15,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,negative regulation of glucocorticoid receptor signaling pathway,2.0194161873375
16,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,regulation of cardiac muscle cell apoptotic process,2.0194161873375
17,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,regulation of relaxation of cardiac muscle,2.0194161873375
18,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,palmitoyl-CoA hydrolase activity,2.0194161873375
19,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,cellular metal ion homeostasis,1.98724559863656
20,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,pentose metabolic process,1.95280546268339
21,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,genetic imprinting,1.89514955095049
22,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,cyclin/CDK positive transcription elongation factor complex,1.89514955095049
23,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,regulation of cell communication by electrical coupling involved in cardiac conduction,1.84433302215967
24,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,negative regulation of circadian rhythm,1.84433302215967
25,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,membrane raft organization,1.79891147575407
26,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,actin filament depolymerization,1.79891147575407
27,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,positive regulation by host of viral process,1.75785467976228
28,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,integral component of endoplasmic reticulum membrane,1.74999435679262
29,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,focal adhesion,1.72264267550808
30,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,"racemase and epimerase activity, acting on carbohydrates and derivatives",1.72040194893023
31,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,translation elongation factor activity,1.68597561068885
32,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,titin binding,1.65412663103232
33,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,regulation of gene expression,1.63254132886589
34,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,regulation of mRNA metabolic process,1.62449904521496
35,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,acyl-CoA dehydrogenase activity,1.62449904521496
36,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,embryo development ending in birth or egg hatching,1.5708124541634
37,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,fatty-acyl-CoA metabolic process,1.52317856737526
38,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,NADP metabolic process,1.52317856737526
39,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,FAD binding,1.52317856737526
40,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,euchromatin,1.48038338207825
41,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,calcium channel complex,1.42339665596189
42,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,phagosome acidification,1.37324869569776
43,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Astro,P150,WB,LimmaVoomCC,WW domain binding,1.34288380085853
0,Biological Process,M_MUT_and_WT_F_P150_CORT,F,L2_3_IT,E18,WB,DEsingle,sterol biosynthetic process,5.26541493219119
1,Biological Process,M_MUT_and_WT_F_P150_CORT,F,L2_3_IT,E18,WB,DEsingle,axon guidance,3.54909153422236
2,Biological Process,M_MUT_and_WT_F_P150_CORT,F,L2_3_IT,E18,WB,DEsingle,negative regulation of epithelial cell proliferation,3.47050151145409
3,Molecular Function,M_MUT_and_WT_F_P150_CORT,F,L2_3_IT,E18,WB,DEsingle,calcium:cation antiporter activity,3.30245463834967
4,Biological Process,M_MUT_and_WT_F_P150_CORT,F,L2_3_IT,E18,WB,DEsingle,adherens junction organization,3.22364402588102
5,Biological Process,M_MUT_and_WT_F_P150_CORT,F,L2_3_IT,E18,WB,DEsingle,deadenylation-independent decapping of nuclear-transcribed mRNA,3.15868076126638
6,Biological Process,M_MUT_and_WT_F_P150_CORT,F,L2_3_IT,E18,WB,DEsingle,oligodendrocyte differentiation,3.01985424159403
7,Biological Process,M_MUT_and_WT_F_P150_CORT,F,L2_3_IT,E18,WB,DEsingle,positive regulation of CREB transcription factor activity,2.89674941132873
8,Molecular Function,M_MUT_and_WT_F_P150_CORT,F,L2_3_IT,E18,WB,DEsingle,transmembrane receptor protein phosphatase activity,2.89674941132873
9,Biological Process,M_MUT_and_WT_F_P150_CORT,F,L2_3_IT,E18,WB,DEsingle,regulation of response to oxidative stress,2.73339403743943
10,Biological Process,M_MUT_and_WT_F_P150_CORT,F,L2_3_IT,E18,WB,DEsingle,mitochondrial ATP synthesis coupled electron transport,2.66820516273191
11,Cellular Component,M_MUT_and_WT_F_P150_CORT,F,L2_3_IT,E18,WB,DEsingle,catenin complex,2.66682508419822
12,Molecular Function,M_MUT_and_WT_F_P150_CORT,F,L2_3_IT,E18,WB,DEsingle,glucocorticoid receptor binding,2.56821029636347
13,Biological Process,M_MUT_and_WT_F_P150_CORT,F,L2_3_IT,E18,WB,DEsingle,regulation of histone phosphorylation,2.42419684988665
14,Molecular Function,M_MUT_and_WT_F_P150_CORT,F,L2_3_IT,E18,WB,DEsingle,platelet-derived growth factor binding,2.29676350884892
15,Molecular Function,M_MUT_and_WT_F_P150_CORT,F,L2_3_IT,E18,WB,DEsingle,hexosaminidase activity,2.29676350884892
16,Biological Process,M_MUT_and_WT_F_P150_CORT,F,L2_3_IT,E18,WB,DEsingle,mitochondrial respiratory chain complex assembly,2.28084036569774
